||2|902 146202|black
371|176,319,1754,8490,108463,121303,127496,172910,174960,267078,294346,315675,469888,473784,500027,517081,641796,652068,670352,670649,798985,830632,839874,887918,1015354,1064402,1121610,1253887,1337893,1893035,2241473,2431131,2487470,2719003,3126856,6177878,7963624,11248089|5|902 899 779 364 176|black
372|101,125,320,378,390,8490,41432,288082|8|902 899 779 217 210 249 323 125|black
372046||6|902 899 779 217 219 286|black
372197||6|902 899 779 217 170 349|black
37251288||5|902 899 779 217 245|black
37258287||5|902 899 779 217 245|black
3726871||8|902 899 779 217 210 249 323 325|black
3728616||6|902 899 779 217 261 873|black
373|101,180,365,437,1443,1892,1920,8490,37731,61528,91800,125404,422890,459331,758920,811251,1003957,1037707,1045342,1130114,1571103,1601911,1939031,1976677,2197814,2439369,2710696,7255494,23201586,32733394,33935618|10|902 899 779 217 210 249 323 125 466 180|gray
373471||7|902 899 779 364 912 484 569|black
3745539||3|902 899 779|black
375209||5|902 899 779 364 441|black
375365||6|902 899 779 217 245 505|black
37546783||4|902 899 779 364|black
376||5|902 899 779 217 305|black
377|330,736,1443,8490,257282,871812,1082160,2897128,3524930,4435350,4529301,8429106,16178372|9|902 899 779 217 210 249 323 125 330|black
377259||4|902 899 779 364|black
377318||6|902 899 779 217 219 286|black
377498||6|902 899 779 217 219 286|black
378||9|902 899 779 217 210 249 323 125 372|black
378198||8|902 899 779 217 210 249 323 125|black
378199||5|902 899 779 364 441|black
378468||4|902 899 779 810|black
3784811||5|902 899 779 364 176|black
3785454||6|902 899 779 217 219 286|black
378562||5|902 899 779 364 176|black
378567||9|902 899 779 217 210 249 323 125 449|black
378733||6|902 899 779 217 245 494|black
37880||9|902 899 779 217 210 249 323 125 937|black
379||5|902 899 779 217 305|black
380||10|902 899 779 217 210 249 323 325 348 347|gray
38059||7|902 899 779 217 210 249 323|black
380655||4|902 899 779 810|black
380934||9|902 899 779 217 210 249 323 125 466|black
381|329,158682|10|902 899 779 217 210 249 323 325 348 329|gray
381603||6|902 899 779 217 219 286|black
381866||7|902 899 779 217 298 363 445|black
382|473151,909734,2290802,4738029|9999||white
382042||6|902 899 779 217 261 881|black
3822499||10|902 899 779 217 210 249 323 125 466 945|gray
382300||9|902 899 779 217 210 249 323 125 321|black
383|101,340,37668,440164,554266,1678489|9999||white
3830803||6|902 899 779 217 210 249|black
383152||6|902 899 779 217 219 286|black
38350058||5|902 899 779 217 245|black
383523||4|902 899 779 810|black
3837027||5|902 899 779 364 176|black
383944||6|902 899 779 217 245 505|black
384||8|902 899 779 217 210 249 323 125|black
3843258||9|902 899 779 217 210 249 323 320 322|black
384649||6|902 899 779 217 219 286|black
385|107,520|9999||white
3858586||8|902 899 779 217 170 691 830 986|black
3858709||4|902 899 779 364|black
386||9999||white
386128||6|902 899 779 217 219 286|black
386945||9|902 899 779 217 210 249 323 125 321|black
387|215,504,1205537|5|902 899 779 217 215|black
387074||9|902 899 779 217 210 249 323 325 348|black
387093||7|902 899 779 810 921 917 897|black
3878327||7|902 899 779 217 210 249 165|black
387918||6|902 899 779 217 298 363|black
388|349,408,410,518,1169|6|902 899 779 217 170 349|black
38883||8|902 899 779 217 210 249 323 325|black
389||5|902 899 779 217 215|black
390||9|902 899 779 217 210 249 323 125 372|black
3901400||8|902 899 779 217 170 349 113 112|black
3905279||6|902 899 779 217 261 881|black
3906118||9|902 899 779 217 210 249 323 325 348|black
391176||6|902 899 779 217 219 286|black
392121||5|902 899 779 364 441|black
392330||6|902 899 779 217 219 286|black
392734||6|902 899 779 217 219 286|black
393222||6|902 899 779 217 219 286|black
393287||4|902 899 779 364|black
395||9999||white
396|398,736,751,533812,687831,1013735,2843711,3698535|9999||white
396939||6|902 899 779 810 921 917|black
397404||5|902 899 779 810 921|black
397942||7|902 899 779 217 210 249 165|black
398|396,736,750,760,107175,171790,234898,427714,533812,542551,617022,833970,872487,1039533,1511626,1577168,1586429,1732853,1884006,1902047,3232500,3695017,3698535,6025567,9468383,9686375,10834234,16195943|9999||white
398054||5|902 899 779 810 921|black
398120||4|902 899 779 364|black
398234||8|902 899 779 217 170 349 113 112|black
398611||4|902 899 779 364|black
399368||6|902 899 779 217 170 349|black
399859||5|902 899 779 364 176|black
400|403,533812,1110418|9999||white
400478||4|902 899 779 364|black
401||9999||white
40141820||8|902 899 779 217 210 249 323 125|black
4017376||6|902 899 779 810 921 943|black
402|129,284,58056147|9999||white
402192||5|902 899 779 364 176|black
402699||6|902 899 779 217 219 286|black
403|400,404,405,414,517,536,95788,893697,1279856,2259259,3416699,5368909,6895252|9999||white
403022||9|902 899 779 217 210 249 323 125 466|black
403401||7|902 899 779 364 912 484 569|black
403524||6|902 899 779 217 170 349|black
404|403,536|9999||white
40460||7|902 899 779 217 170 691 981|black
405|403,2603,2605,2761,3787,629574,1281841,1696415,4485186,4567741,4826211,5270729,6095025,6365967,6940567,8839477,10025919|9999||white
405230||7|902 899 779 364 912 484 569|black
4056730||4|902 899 779 810|black
4059397||5|902 899 779 810 921|black
4059552||7|902 899 779 810 921 917 903|black
405998||6|902 899 779 217 219 286|black
406||9999||white
406790||9|902 899 779 217 210 249 323 125 466|black
407|416,2671,32309,45225,103773,200507,213420,486459,658086,729843,876177,939067,1184005,1260183,2047760,2170788,2211630,2360226,2540896,3143755,4738188,5347391,5682849,6717675,7145800,7570361,7712295,19891728,20031441|9999||white
407456||7|902 899 779 217 210 249 165|black
407469||7|902 899 779 364 912 484 569|black
407708||7|902 899 779 217 210 249 165|black
408|388,14094,196231,257282,784406,973212,1415193,1672181,3015404,3633819,10515016|7|902 899 779 217 170 349 388|black
408081||7|902 899 779 364 912 484 569|black
408457||6|902 899 779 217 219 286|black
408599||5|902 899 779 217 219|black
408638||6|902 899 779 217 219 286|black
408767||6|902 899 779 217 219 286|black
409|54853,90463,105088,355742,405492,459889,644529,1802691,5727637,21583646|9999||white
410||7|902 899 779 217 170 349 388|black
4103310||6|902 899 779 217 245 494|black
411||9999||white
4123467||4|902 899 779 364|black
412439||6|902 899 779 217 210 249|black
413||5|902 899 779 217 298|black
413193||7|902 899 779 364 912 484 569|black
41322||7|902 899 779 217 210 249 165|black
414|403,417,459,3514,12753,55155,76979,87470,192138,239661,242475,355610,414022,519754,892100,946862,1948046|9999||white
414000||6|902 899 779 217 245 255|black
41432||9|902 899 779 217 210 249 323 125 372|black
414909||6|902 899 779 810 921 917|black
415||5|902 899 779 217 245|black
416|407,26225,32309,37068,119284,131198,173275,200507,413360,562432,617585,731536,910484,1638431,2351366,3023341,3027193,3102394,3524930,3759790,4208286|9999||white
4176533||9|902 899 779 217 210 249 323 320 328|black
418859||8|902 899 779 217 210 249 323 325|black
4190416||4|902 899 779 795|black
419170||10|902 899 779 217 210 249 323 125 466 945|gray
419260||3|902 899 779|black
4195124||6|902 899 779 364 912 484|black
420645||6|902 899 779 810 921 943|black
421633||10|902 899 779 217 210 249 323 325 348 329|gray
422|2194239,9614218,26597462|9999||white
422651||10|902 899 779 217 210 249 323 325 348 329|gray
422926||5|902 899 779 217 210|black
423196||9|902 899 779 217 210 249 323 320 328|black
42325||6|902 899 779 217 245 255|black
423341||5|902 899 779 217 210|black
42351||10|902 899 779 217 210 249 323 125 466 180|gray
42395||9|902 899 779 217 210 249 323 125 937|black
424|330,110837,2545757,3404099,16876539|9|902 899 779 217 210 249 323 125 330|black
424560||6|902 899 779 217 219 286|black
4249526||6|902 899 779 217 210 249|black
4250166||9|902 899 779 217 210 249 323 125 937|black
425144||6|902 899 779 217 261 881|black
4252622||3|902 899 779|black
426||9999||white
4260338||10|902 899 779 217 210 249 323 125 466 945|gray
42604||6|902 899 779 217 298 363|black
426705||5|902 899 779 810 921|black
427690||5|902 899 779 217 245|black
428313||6|902 899 779 217 219 286|black
428386||6|902 899 779 217 298 363|black
4283922||4|902 899 779 810|black
428410||5|902 899 779 217 219|black
429||8|902 899 779 217 210 249 323 325|black
429127||6|902 899 779 217 219 286|black
429887||8|902 899 779 217 170 349 113 112|black
430|330,331,431,1137941,5287976|9|902 899 779 217 210 249 323 125 330|black
4308016||8|902 899 779 217 210 249 323 325|black
431|430,1561,23015401|10|902 899 779 217 210 249 323 125 330 430|gray
4311084||7|902 899 779 364 912 484 569|black
431373||6|902 899 779 217 219 286|black
432600||5|902 899 779 217 219|black
432810||7|902 899 779 810 921 917 897|black
433|101,2604,44193,186443|9999||white
4335047||6|902 899 779 217 261 881|black
433944||4|902 899 779 364|black
435||9999||white
435376||4|902 899 779 364|black
4357728||8|902 899 779 217 210 249 323 325|black
435922||6|902 899 779 810 921 943|black
436462||5|902 899 779 364 176|black
436923||5|902 899 779 217 219|black
437||8|902 899 779 217 210 249 323 325|black
437392||6|902 899 779 810 921 917|black
438||9999||white
438052||7|902 899 779 364 912 484 569|black
438448||7|902 899 779 364 912 484 569|black
439|101,2368,4228722,4417982,5859035|9999||white
439104||6|902 899 779 364 912 484|black
439352||6|902 899 779 217 219 286|black
43943||8|902 899 779 217 210 249 323 325|black
440||9999||white
440200||6|902 899 779 217 219 286|black
441|101,364,64250,161861,189881,229534,333551,348271,365837,375209,378199,392121,465582,507476,520064,521360,570746,582078,594972,730603,1122843,1806586,3265626,3556831,4826542,4882775|4|902 899 779 364|black
4416281||9|902 899 779 217 210 249 323 125 449|black
442205||4|902 899 779 364|black
44262144||4|902 899 779 364|black
443|329,880|10|902 899 779 217 210 249 323 325 348 329|gray
4431679||10|902 899 779 217 210 249 323 125 466 945|gray
4435350||10|902 899 779 217 210 249 323 125 330 377|gray
443840||9|902 899 779 217 210 249 323 125 937|black
4438582||9|902 899 779 217 210 249 323 125 937|black
444|298,341,363,750492,7431230,17650086,18434803|5|902 899 779 217 298|black
444060||6|902 899 779 217 298 363|black
444402||6|902 899 779 810 921 943|black
444423||4|902 899 779 222|black
445|363,13411,42604,54905,279501,381866,387918,446312,457428,462373,486256,501383,508822,565015,579777,585974,638926,640125,664228,743415,744141,761043,773624,786196,871209,912962,914040,1013597,1032054,1057375,1656697,2016374,11347551|6|902 899 779 217 298 363|black
44510||7|902 899 779 810 921 917 897|black
445116||4|902 899 779 364|black
446312||7|902 899 779 217 298 363 445|black
447||9|902 899 779 217 210 249 323 125 937|black
4471432||6|902 899 779 217 298 363|black
447383||6|902 899 779 217 219 286|black
447474||6|902 899 779 217 298 363|black
448|101,191,340,437,1007,1443,2429,66644,104695,108071,286099,289458,309831,330196,348846,416689,455380,640169,1335063,1614197,1637000,2467452,2596130,2611091,2628996,2664787,3999520,4937567,6530373,6668560,7001846,7010568,22916835|9999||white
449|125,466,511,8490,378567,4416281|8|902 899 779 217 210 249 323 125|black
449317||4|902 899 779 364|black
449512||7|902 899 779 810 921 917 897|black
44995676||4|902 899 779 364|black
44997||9|902 899 779 217 210 249 323 125 466|black
450986||6|902 899 779 217 261 881|black
451|191,1163,2620,2653,2853,4383,4880,5068,5174,5267,6584,6670,7352,7468,12665,13036,15704,25880,26842,30550,38375,43883,45317,51663,55067,58221,59887,75517,81644,85593,102156,111443,113284,117739,119930,120072,121071,134314,148032,148336,154098,160553,162861,174058,177587,183177,185405,204703,243619,258279,334748,341451,343111,347994,366944,391899,402445,413925,456942,479592,483684,488664,516218,630187,660265,668605,728338,751906,790209,811175,846609,870598,873742,874527,883917,931509,944297,1005002,1021532,1023320,1039952,1178714,1183437,1215933,1228339,1245542,1299765,1320956,1322074,1342425,1351489,1431147,1494053,1513788,1525243,1527214,1532117,1604718,1605453,1682559,1684557,1733342,1876332,2027856,2294919,2316381,2352835,3015482,4880168,5808387,6958198,7218331,7433935,10013176,11127143,11581859,14016954,15073814,18418316,22319683,25913829|9999||white
451142||6|902 899 779 217 298 363|black
4512167||8|902 899 779 217 210 249 323 325|black
45126||6|902 899 779 217 210 249|black
45149524||4|902 899 779 364|black
451745||8|902 899 779 217 210 249 323 320|black
452||9|902 899 779 217 210 249 323 125 330|black
4527681||6|902 899 779 217 219 286|black
4529301||10|902 899 779 217 210 249 323 125 330 377|gray
453|320,487586,1019318,3280511|8|902 899 779 217 210 249 323 320|black
453755||5|902 899 779 217 219|black
454||9999||white
455||4|902 899 779 342|black
4556475||7|902 899 779 810 921 917 952|black
45672||5|902 899 779 217 219|black
457116||10|902 899 779 217 210 249 323 125 466 945|gray
457428||7|902 899 779 217 298 363 445|black
457566||6|902 899 779 217 170 806|black
458|305,316,182519|5|902 899 779 217 305|black
459||9999||white
460|146,149,475,22094,78552,117425,145126,204518,255471,266670,276067,286711,338257,493603,522706,565163,565514,646919,651737,652880,662404,663184,718383,780808,810509,874031,878797,885065,1004737,1285791,1297631,1340015,1380873,1469508,1513074,1662637,1729054,1874414,1918253,2099401,2245490,2268494,2338738,2459710,2491983,3084190,3237702,3298863,4022451,4627411,5684828,5688878,6427839,6980011,12885283,24032400|9999||white
4602843||9|902 899 779 217 210 249 323 125 337|black
461||5|902 899 779 217 211|black
461076||6|902 899 779 217 298 363|black
462||6|902 899 779 217 245 273|black
462373||7|902 899 779 217 298 363 445|black
462635||5|902 899 779 364 176|black
462659||7|902 899 779 810 921 917 897|black
462732||7|902 899 779 364 912 484 569|black
462816||5|902 899 779 364 176|black
462979||9|902 899 779 217 210 249 323 125 327|black
463||9|902 899 779 217 210 249 323 125 339|black
463106||6|902 899 779 217 219 286|black
463172||6|902 899 779 217 245 531|black
463291||4|902 899 779 795|black
463373||7|902 899 779 810 921 917 897|black
4636087||6|902 899 779 217 210 249|black
463666||6|902 899 779 217 261 881|black
465264||5|902 899 779 217 219|black
465582||5|902 899 779 364 441|black
465862||5|902 899 779 217 245|black
466|101,125,180,319,325,437,449,625,655,856,937,945,967,1120,1246,1443,1529,1597,1599,1615,1626,1634,1646,1654,1742,1809,1841,1845,1929,2524,2995,3094,5894,6465,6625,8663,10177,10837,11494,20526,20828,21359,21721,35049,44997,49398,53219,58013,58271,58274,73131,149104,160466,187605,190676,224446,233719,236487,294730,347218,380934,403022,406790,584830,613805,677206,707391,809173,824974,929018,998309,1016487,1081688,1084916,1130114,1149520,1150561,1183579,1184672,1228702,1506516,1584431,1984358,1992195,2022418,3029289,3524700,5399955,5682449,9095305,9709942,14476676,23304708|8|902 899 779 217 210 249 323 125|black
466166||5|902 899 779 217 245|black
467||6|902 899 779 217 209 239|black
4681822||9|902 899 779 217 210 249 323 125 330|black
469||9999||white
469888||6|902 899 779 364 176 371|black
471||9999||white
471092||6|902 899 779 217 261 881|black
471267||5|902 899 779 217 219|black
47146||6|902 899 779 217 170 349|black
471853||6|902 899 779 217 245 494|black
471905||7|902 899 779 217 210 249 165|black
472||8|902 899 779 217 210 249 323 125|black
472113||7|902 899 779 810 921 917 897|black
473452||9|902 899 779 217 210 249 323 320 328|black
473784||6|902 899 779 364 176 371|black
4741688||4|902 899 779 810|black
475106||5|902 899 779 217 876|black
4754818||8|902 899 779 217 210 249 323 320|black
4754823||4|902 899 779 364|black
4759678||10|902 899 779 217 210 249 323 125 466 180|gray
476364||5|902 899 779 364 176|black
477206||5|902 899 779 217 245|black
4774454||9|902 899 779 217 210 249 323 125 937|black
477867||6|902 899 779 217 219 286|black
479||5|902 899 779 302 311|black
4791||8|902 899 779 217 210 249 323 325|black
47977||6|902 899 779 217 245 968|black
4801920||8|902 899 779 217 210 249 323 325|black
481||9999||white
482||9999||white
4826542||5|902 899 779 364 441|black
483|114,185,194|9999||white
484|101,191,542,569,609,912,1062,1071,1134,1145,1148,1262,1291,1443,1892,2502,163070,166846,214187,258975,356444,439104,777200,809173,848717,940952,973212,990551,1058571,1095269,1159389,1165253,1201960,1258540,1464449,1494687,1841092,1862680,2290826,3431100,4195124,4978878,29322554,57582920|5|902 899 779 364 912|black
484360||7|902 899 779 810 921 917 897|black
48617963||6|902 899 779 217 298 363|black
486256||7|902 899 779 217 298 363 445|black
4864561||1|902|black
487421||5|902 899 779 364 176|black
487586||9|902 899 779 217 210 249 323 320 453|black
488082||5|902 899 779 217 219|black
4881009||6|902 899 779 217 245 255|black
4882775||5|902 899 779 364 441|black
4884208||9|902 899 779 217 210 249 323 320 328|black
4884264||3|902 899 779|black
48867||5|902 899 779 217 219|black
491279||6|902 899 779 810 921 943|black
491612||7|902 899 779 810 921 917 897|black
492|586,64368,257090,257282,287946,397834,624413,791548,824224,827039,835464,841324,865545,896906,906274,910115,916840,1733010,2025264,2273963,2446341,3144796,3524930,4914667,23460991|9999||white
492265||6|902 899 779 217 219 286|black
493643||7|902 899 779 217 298 363 973|black
49398||9|902 899 779 217 210 249 323 125 466|black
494|245,254,287,9852,15652,119935,241826,266887,271579,378733,471853,522629,534206,556117,602535,611007,611834,659644,659770,661732,667075,679295,711619,730730,734201,736416,827017,828189,834662,840118,842999,860021,1145192,1199147,1212111,1786599,1846568,1873872,1876741,1913142,1967653,2100578,2390315,2946276,2984532,4103310,5411862,6066614,6518294,13926931,14568569,15261143,18925224|5|902 899 779 217 245|black
494074||6|902 899 779 810 921 924|black
497||9999||white
497326||5|902 899 779 217 245|black
4977320||5|902 899 779 810 921|black
4978878||6|902 899 779 364 912 484|black
4987346||5|902 899 779 217 245|black
498948||6|902 899 779 810 921 917|black
499||7|902 899 779 217 298 363 973|black
49966||4|902 899 779 364|black
4996797||8|902 899 779 217 170 691 830 986|black
499958||5|902 899 779 217 219|black
500027||6|902 899 779 364 176 371|black
5002030||10|902 899 779 217 210 249 323 125 466 180|gray
5008||6|902 899 779 217 170 349|black
500821||8|902 899 779 217 210 249 323 125|black
500967||7|902 899 779 217 209 239 244|black
501080||4|902 899 779 810|black
501383||7|902 899 779 217 298 363 445|black
501933||5|902 899 779 217 245|black
502||9999||white
502476||6|902 899 779 810 921 924|black
502943||4|902 899 779 364|black
503|507,669,1278,1912,55141,534377,6907190,15915254|9999||white
504|209,387,672884,674097,683458,687969|5|902 899 779 217 209|black
5049091||4|902 899 779 364|black
505|245,273,275,531,162060,251086,355343,375365,383944,477206,519527,550941,568255,568257,582798,670611,674468,681715,718420,824357,964262,997618,1042628,1127622,1168646,1267591,1336999,1604200,7601473|5|902 899 779 217 245|black
506||8|902 899 779 217 210 249 323 125|black
507476||5|902 899 779 364 441|black
508||5|902 899 779 217 210|black
508822||7|902 899 779 217 298 363 445|black
509|218,22076,178687,211584,214836,227663,250286,422371,441832,527717,551821,697278,769403,1031079,1151451,1567070,1571478,1638617,1711110,1947385,1957376,1970352,2136301,2714586,2812448,2863942,3008879,3606068,4357122,4357157,5681242,5748623,6562954,7990378,9338696,12432537,13159958,16508445,19646550,32877595|9999||white
510||9999||white
51044||6|902 899 779 217 219 286|black
510689||7|902 899 779 217 210 249 165|black
511|125,449,6366331|8|902 899 779 217 210 249 323 125|black
511287||5|902 899 779 217 219|black
512||9999||white
512180||6|902 899 779 217 219 286|black
512269||6|902 899 779 217 261 881|black
512572||6|902 899 779 217 219 286|black
513|208,309|9999||white
514012||4|902 899 779 364|black
516|334,620|5|902 899 779 217 334|black
516927||6|902 899 779 217 219 286|black
517||9999||white
517081||6|902 899 779 364 176 371|black
517700||7|902 899 779 364 912 484 569|black
518|388,1089|7|902 899 779 217 170 349 388|black
518295||10|902 899 779 217 210 249 323 125 466 945|gray
519|330,736,1733010,2897128|9|902 899 779 217 210 249 323 125 330|black
519527||6|902 899 779 217 245 505|black
519810||10|902 899 779 217 210 249 323 125 466 945|gray
520|107,385,528,539,589,696,712,714,715,716,717,1443,101563,1132137,1320005,2107304,6308491|9999||white
520064||5|902 899 779 364 441|black
521360||5|902 899 779 364 441|black
52162||10|902 899 779 217 210 249 323 125 330 331|gray
522||9999||white
522629||6|902 899 779 217 245 494|black
523349||7|902 899 779 810 921 917 897|black
524051||7|902 899 779 217 298 363 973|black
525190||6|902 899 779 810 921 939|black
525619||5|902 899 779 217 210|black
525933||4|902 899 779 364|black
526|101,1526,19489,91800,111509,147793,168346,184237,213352,217890,261099,266915,326306,422890,673598,677119,1310449,1319295,1656260,1939031,2468801|9999||white
527||5|902 899 779 217 334|black
52723774||4|902 899 779 364|black
5273075||4|902 899 779 810|black
5273507||4|902 899 779 810|black
52769||8|902 899 779 217 210 249 323 325|black
528|520,551,552,554,556,628,633,636,638,641,644,645,651,652,677,678,683,685,690,739,775,790,796,838,847,878,993,757445|9999||white
528695||4|902 899 779 364|black
5287976||10|902 899 779 217 210 249 323 125 330 430|gray
529397||9|902 899 779 217 210 249 323 125 937|black
530310||4|902 899 779 364|black
530599||7|902 899 779 364 912 484 569|black
531|245,275,505,532,533,592,463172,2428595|5|902 899 779 217 245|black
532||6|902 899 779 217 245 531|black
53219||9|902 899 779 217 210 249 323 125 466|black
532511||6|902 899 779 217 261 881|black
533|275,531|6|902 899 779 217 245 275|black
534||5|902 899 779 217 210|black
534206||6|902 899 779 217 245 494|black
5346668||5|902 899 779 810 921|black
535||9999||white
536|403,404|9999||white
536204||6|902 899 779 217 219 286|black
53689||6|902 899 779 217 170 349|black
53713||4|902 899 779 810|black
538||9999||white
5385476||6|902 899 779 217 298 363|black
538714||6|902 899 779 217 298 363|black
539||9999||white
539588||5|902 899 779 217 245|black
539695||6|902 899 779 217 219 286|black
539900||5|902 899 779 217 245|black
5399955||9|902 899 779 217 210 249 323 125 466|black
540|545,9818912|9999||white
54035556||5|902 899 779 217 245|black
541|580,581|9999||white
5411862||6|902 899 779 217 245 494|black
542|484,766,1071,83038,140625,288082,2946602,26367634|6|902 899 779 364 912 484|black
5429266||9|902 899 779 217 210 249 323 320 322|black
543309||10|902 899 779 217 210 249 323 325 348 329|gray
544||5|902 899 779 364 912|black
545|540,1071,3005968|9999||white
5452896||10|902 899 779 217 210 249 323 325 348 329|gray
545560||6|902 899 779 217 261 881|black
5463||6|902 899 779 217 170 349|black
547876||4|902 899 779 364|black
548||4|902 899 779 222|black
549016||6|902 899 779 217 261 881|black
54905||7|902 899 779 217 298 363 445|black
549555||4|902 899 779 810|black
550914||6|902 899 779 217 170 349|black
550941||6|902 899 779 217 245 273|black
551|528,554,573,630,677,678,685,847,2494868,22090501|9999||white
55135728||6|902 899 779 217 261 881|black
552||9999||white
553|507,1824667,5294735,6342204,6907190,6917337,7541908,13282201,16505714,22077065,25065180|9999||white
553241||7|902 899 779 217 170 691 981|black
554|528,551|9999||white
554206||7|902 899 779 217 210 249 165|black
5548220||10|902 899 779 217 210 249 323 125 466 180|gray
555||4|902 899 779 342|black
555020||6|902 899 779 217 261 881|black
555085||6|902 899 779 217 219 286|black
55599757||5|902 899 779 217 245|black
556||9999||white
556117||6|902 899 779 217 245 494|black
556131||6|902 899 779 217 298 363|black
5564172||4|902 899 779 222|black
556637||6|902 899 779 810 921 917|black
55755||7|902 899 779 810 921 917 897|black
558007||6|902 899 779 217 261 881|black
558994||8|902 899 779 217 210 249 323 325|black
560124||5|902 899 779 810 921|black
560238||6|902 899 779 810 921 917|black
560867||7|902 899 779 217 210 249 165|black
561416||7|902 899 779 810 921 917 897|black
562|579,590,591,594,595,596,597,606,607,608,616,627,631,635,650,663,666,689,702,740,741,745,746,747,748,749,752,761,777,854,991,1059,1480,1572554,5786811|9999||white
563|564,1362415|9999||white
564|278,563,565,566,567,656,658,664,667,668,670,689,755,770,1379,1390984|9999||white
564064||5|902 899 779 364 176|black
565|278,564,566,567,570,571,572,574,667,770,1433,9433082,23106066|9999||white
565015||7|902 899 779 217 298 363 445|black
565157||7|902 899 779 810 921 917 903|black
565547||7|902 899 779 217 210 249 165|black
566|278,564,565,571,667,770,1282,1379,1433,44678,296557,1083047|9999||white
566963||6|902 899 779 217 298 363|black
567|564,565,660,670,148391,415870,434945,656377,668549,865951,1454281,2926153,16975205|9999||white
567894||6|902 899 779 217 219 286|black
5682449||9|902 899 779 217 210 249 323 125 466|black
568255||5|902 899 779 217 245|black
568257||6|902 899 779 217 245 505|black
569|484,75053,182881,333101,373471,403401,405230,407469,408081,413193,438052,438448,462732,517700,530599,582766,790691,791838,827565,1000624,1293254,1465652,1566513,1811661,2282936,2980565,3377343,4311084,7788840,9858608,20820423,28654441,29456287|6|902 899 779 364 912 484|black
570||9999||white
570290||6|902 899 779 217 261 881|black
570746||5|902 899 779 364 441|black
571|565,566,574,259165,344295,1159389,2055586|9999||white
5712642||7|902 899 779 217 210 249 165|black
571890||6|902 899 779 810 921 917|black
572||9999||white
572355||6|902 899 779 217 219 286|black
573|551,576,577,578,584|9999||white
57332||6|902 899 779 217 210 249|black
573984||10|902 899 779 217 210 249 323 125 339 358|gray
574|565,571|9999||white
5748893||6|902 899 779 217 219 286|black
575|101,191,935,941,946,958,1029,1031,1039,1057,1058,1134,1270,1509,8695,125955,129678,849262,1001604,1743313,1813795,1941351,5765301,8012550,116531043|9999||white
5750049||9|902 899 779 217 210 249 323 125 339|black
575588||6|902 899 779 217 261 881|black
57582920||6|902 899 779 364 912 484|black
576||9999||white
577||9999||white
578|573,1772193|9999||white
579|562,752,991|9999||white
579368||4|902 899 779 364|black
579777||7|902 899 779 217 298 363 445|black
580|535,541|9999||white
58013||9|902 899 779 217 210 249 323 125 466|black
580465||6|902 899 779 810 921 917|black
580775||6|902 899 779 217 219 286|black
580826||7|902 899 779 217 170 691 850|black
581|541,583|9999||white
581583||6|902 899 779 217 219 286|black
582078||5|902 899 779 364 441|black
58271||9|902 899 779 217 210 249 323 125 466|black
58274||9|902 899 779 217 210 249 323 125 466|black
582766||7|902 899 779 364 912 484 569|black
582798||5|902 899 779 217 245|black
5829473||4|902 899 779 364|black
583||9999||white
584|573,19160499|9999||white
584830||9|902 899 779 217 210 249 323 125 466|black
585974||7|902 899 779 217 298 363 445|black
586|492,31304,558743,624413,827039,835464,865545,870735,910115,1375152,1733010,2052360,2273963,5972916,22319683|9999||white
586242||6|902 899 779 217 261 881|black
588||9999||white
589||9999||white
589042||6|902 899 779 810 921 917|black
5894||9|902 899 779 217 210 249 323 125 466|black
589996||6|902 899 779 217 209 239|black
590||9999||white
591|562,595,606,608,777,991|9999||white
592||6|902 899 779 217 245 531|black
593459||6|902 899 779 217 170 349|black
593551||10|902 899 779 217 210 249 323 125 466 180|gray
594||9999||white
594078||5|902 899 779 217 245|black
594156||6|902 899 779 217 245 968|black
594972||5|902 899 779 364 441|black
595|562,591,991|9999||white
596||9999||white
597||9999||white
5973193||6|902 899 779 217 170 202|black
597895||5|902 899 779 364 176|black
599|671,1264953,2767899|9999||white
599230||5|902 899 779 217 245|black
600343||6|902 899 779 217 209 239|black
600936||9|902 899 779 217 210 249 323 320 322|black
602||9999||white
602535||6|902 899 779 217 245 494|black
603975||4|902 899 779 364|black
6043089||6|902 899 779 217 210 249|black
606|562,591,608,752,892,991|9999||white
6061737||6|902 899 779 217 261 881|black
6066614||6|902 899 779 217 245 494|black
607||9999||white
60720||9|902 899 779 217 210 249 323 125 330|black
607353||9|902 899 779 217 210 249 323 125 937|black
6074250||9|902 899 779 217 210 249 323 125 330|black
608|562,591,606|9999||white
608962||6|902 899 779 217 261 881|black
609|191,484|6|902 899 779 364 912 484|black
6092663||6|902 899 779 217 170 202|black
610131||10|902 899 779 217 210 249 323 125 466 180|gray
6103278||7|902 899 779 217 170 349 354|black
611||9999||white
611007||6|902 899 779 217 245 494|black
611834||6|902 899 779 217 245 494|black
6119276||10|902 899 779 217 210 249 323 125 339 358|gray
613805||9|902 899 779 217 210 249 323 125 466|black
61528||8|902 899 779 217 210 249 323 125|black
616|562,617|9999||white
617||9999||white
6177878||6|902 899 779 364 176 371|black
618|245,1040747|5|902 899 779 217 245|black
6183424||6|902 899 779 810 921 917|black
619||10|902 899 779 217 210 249 323 125 466 180|gray
6196733||6|902 899 779 217 298 363|black
620|334,516|5|902 899 779 217 334|black
621||9999||white
6229197||9|902 899 779 217 210 249 323 325 348|black
623||10|902 899 779 217 210 249 323 125 466 180|gray
624082||5|902 899 779 217 245|black
